time,player_name,player_role,skill,evaluation_code,start_zone,end_zone,end_subzone,set_number,team_id
2024-12-10,Matheus Goncalves,setter,Serve,!,5,5,,1,SDC
2024-12-10,Matheus Goncalves,setter,Serve,/,5,5,B,1,SDC
2024-12-10,GUSTAVO MACIEL,middle,Serve,!,5,5,B,1,154
2024-12-10,Rodrigo Sousa,outside,Serve,=,1,0,,1,SDC
2024-12-10,Demian González,setter,Serve,-,1,7,A,1,154
2024-12-10,Gabriel Vaccari,outside,Serve,-,5,5,,1,SDC
2024-12-10,FACUNDO CONTE,outside,Serve,=,6,1,D,1,154
2024-12-10,Wallace Da Souza,opposite,Serve,-,1,1,,1,SDC
2024-12-10,RODRIGO SORIA,middle,Serve,-,1,7,A,1,154
2024-12-10,Douglas Souza,outside,Serve,!,6,6,B,1,SDC
2024-12-10,JONÁS PONZIO,opposite,Serve,#,5,5,C,1,154
2024-12-10,Douglas Souza,outside,Serve,!,6,6,B,2,SDC
2024-12-10,Demian González,setter,Serve,-,1,9,,2,154
2024-12-10,Lucas Saatkamp,middle,Serve,!,6,5,B,2,SDC
2024-12-10,FACUNDO CONTE,outside,Serve,-,6,6,D,2,154
2024-12-10,Matheus Goncalves,setter,Serve,-,5,5,B,2,SDC
2024-12-10,RODRIGO SORIA,middle,Serve,-,1,1,,2,154
2024-12-10,RODRIGO SORIA,middle,Serve,-,1,9,D,2,154
2024-12-10,Rodrigo Sousa,outside,Serve,-,1,7,D,2,SDC
2024-12-10,JONÁS PONZIO,opposite,Serve,=,5,5,A,2,154
2024-12-10,Otavio Rodrigues,middle,Serve,=,5,6,B,2,SDC
2024-12-10,MAURO ZELAYETA,outside,Serve,+,1,9,B,2,154
2024-12-10,Wallace Da Souza,opposite,Serve,-,1,1,B,2,SDC
2024-12-10,GUSTAVO MACIEL,middle,Serve,-,5,7,,2,154
2024-12-10,GUSTAVO MACIEL,middle,Serve,-,5,7,,2,154
2024-12-10,Gabriel Vaccari,outside,Serve,+,5,6,D,2,SDC
2024-12-10,Demian González,setter,Serve,=,1,1,D,2,154
2024-12-10,Lucas Saatkamp,middle,Serve,=,6,6,D,2,SDC
2024-12-10,FACUNDO CONTE,outside,Serve,!,6,8,D,2,154
2024-12-10,Matheus Goncalves,setter,Serve,=,5,0,,2,SDC
2024-12-10,RODRIGO SORIA,middle,Serve,-,1,7,A,2,154
2024-12-10,Rodrigo Sousa,outside,Serve,+,1,6,B,2,SDC
2024-12-10,JONÁS PONZIO,opposite,Serve,=,5,0,,2,154
2024-12-10,Otavio Rodrigues,middle,Serve,-,5,5,,2,SDC
2024-12-10,Otavio Rodrigues,middle,Serve,-,5,5,,2,SDC
2024-12-10,Otavio Rodrigues,middle,Serve,=,5,0,,2,SDC
2024-12-10,MAURO ZELAYETA,outside,Serve,=,1,0,,2,154
2024-12-10,Wallace Da Souza,opposite,Serve,-,1,1,,2,SDC
2024-12-10,GUSTAVO MACIEL,middle,Serve,-,5,8,B,2,154
2024-12-10,Gabriel Vaccari,outside,Serve,!,5,6,D,2,SDC
2024-12-10,Demian González,setter,Serve,-,1,9,D,2,154
2024-12-10,Lucas Saatkamp,middle,Serve,=,6,5,A,2,SDC
2024-12-10,FACUNDO CONTE,outside,Serve,-,6,1,,2,154
2024-12-10,Matheus Goncalves,setter,Serve,-,5,6,D,2,SDC
2024-12-10,Matheus Goncalves,setter,Serve,-,5,7,A,2,SDC
2024-12-10,RODRIGO SORIA,middle,Serve,-,1,8,D,2,154
2024-12-10,Rodrigo Sousa,outside,Serve,/,1,6,B,2,SDC
2024-12-10,Rodrigo Sousa,outside,Serve,=,1,0,,2,SDC
2024-12-10,JONÁS PONZIO,opposite,Serve,-,5,6,D,2,154
2024-12-10,Otavio Rodrigues,middle,Serve,!,5,5,B,2,SDC
2024-12-10,MAURO ZELAYETA,outside,Serve,!,1,5,B,2,154
2024-12-10,Wallace Da Souza,opposite,Serve,-,1,1,,2,SDC
2024-12-10,FAUSTO MANUEL DIAZ,outside,Serve,=,1,0,,2,154
2024-12-10,Gabriel Vaccari,outside,Serve,!,5,5,B,2,SDC
2024-12-10,Demian González,setter,Serve,-,1,9,D,2,154
2024-12-10,Lucas Saatkamp,middle,Serve,#,6,3,,2,SDC
2024-12-10,Lucas Saatkamp,middle,Serve,#,6,6,B,2,SDC
2024-12-10,Demian González,setter,Serve,+,1,9,D,3,154
2024-12-10,Lucas Saatkamp,middle,Serve,!,6,3,,3,SDC
2024-12-10,FACUNDO CONTE,outside,Serve,/,6,6,B,3,154
2024-12-10,FACUNDO CONTE,outside,Serve,!,6,6,D,3,154
2024-12-10,Matheus Goncalves,setter,Serve,=,5,0,,3,SDC
2024-12-10,RODRIGO SORIA,middle,Serve,-,1,8,D,3,154
2024-12-10,Rodrigo Sousa,outside,Serve,+,1,1,B,3,SDC
2024-12-10,JONÁS PONZIO,opposite,Serve,!,5,6,B,3,154
2024-12-10,JONÁS PONZIO,opposite,Serve,+,5,1,D,3,154
2024-12-10,Otavio Rodrigues,middle,Serve,-,5,6,B,3,SDC
2024-12-10,MAURO ZELAYETA,outside,Serve,=,1,0,,3,154
2024-12-10,Wallace Da Souza,opposite,Serve,!,1,1,,3,SDC
2024-12-10,GUSTAVO MACIEL,middle,Serve,!,5,8,D,3,154
2024-12-10,Gabriel Vaccari,outside,Serve,-,5,6,D,3,SDC
2024-12-10,Demian González,setter,Serve,!,1,9,D,3,154
2024-12-10,Lucas Saatkamp,middle,Serve,+,6,1,,3,SDC
2024-12-10,Lucas Saatkamp,middle,Serve,-,6,6,D,3,SDC
2024-12-10,Lucas Saatkamp,middle,Serve,-,6,1,,3,SDC
2024-12-10,Lucas Saatkamp,middle,Serve,-,6,1,,3,SDC
2024-12-10,FACUNDO CONTE,outside,Serve,+,6,5,B,3,154
2024-12-10,Matheus Goncalves,setter,Serve,-,5,7,,3,SDC
2024-12-10,Matheus Goncalves,setter,Serve,-,5,5,,3,SDC
2024-12-10,SERGIO SORIA,middle,Serve,-,5,6,B,3,154
2024-12-10,Rodrigo Sousa,outside,Serve,!,1,6,B,3,SDC
2024-12-10,Rodrigo Sousa,outside,Serve,/,1,8,B,3,SDC
2024-12-10,Rodrigo Sousa,outside,Serve,/,1,6,B,3,SDC
2024-12-10,Rodrigo Sousa,outside,Serve,-,1,9,D,3,SDC
2024-12-10,JONÁS PONZIO,opposite,Serve,+,5,1,C,3,154
2024-12-10,Otavio Rodrigues,middle,Serve,!,5,1,,3,SDC
2024-12-10,Otavio Rodrigues,middle,Serve,!,5,1,C,3,SDC
2024-12-10,FAUSTO MANUEL DIAZ,outside,Serve,-,1,1,,3,154
2024-12-10,Wallace Da Souza,opposite,Serve,+,1,6,B,3,SDC
2024-12-10,GUSTAVO MACIEL,middle,Serve,-,5,7,,3,154
2024-12-10,GUSTAVO MACIEL,middle,Serve,!,5,7,,3,154
2024-12-10,Gabriel Vaccari,outside,Serve,#,5,6,D,3,SDC
2024-12-10,Gabriel Vaccari,outside,Serve,=,5,6,B,3,SDC
2024-12-10,GERMÁN GÓMEZ,opposite,Serve,=,1,6,D,3,154
2024-12-10,Lucas Saatkamp,middle,Serve,-,6,6,B,3,SDC
2024-12-10,Lucas Saatkamp,middle,Serve,-,6,1,,3,SDC
2024-12-10,FACUNDO CONTE,outside,Serve,=,6,0,,3,154
2024-12-10,Wellinton Oppenkoski,opposite,Serve,-,1,6,B,3,SDC
2024-12-10,SERGIO SORIA,middle,Serve,-,5,7,,3,154
2024-12-10,Gabriel Vaccari,outside,Serve,-,5,6,D,4,SDC
2024-12-10,SERGIO SORIA,middle,Serve,-,5,9,D,4,154
2024-12-10,Lucas Saatkamp,middle,Serve,=,0,5,,4,SDC
2024-12-10,JONÁS PONZIO,opposite,Serve,-,5,6,D,4,154
2024-12-10,Matheus Goncalves,setter,Serve,-,5,6,D,4,SDC
2024-12-10,Matheus Goncalves,setter,Serve,=,5,6,B,4,SDC
2024-12-10,MAURO ZELAYETA,outside,Serve,-,1,1,,4,154
2024-12-10,MAURO ZELAYETA,outside,Serve,!,1,5,C,4,154
2024-12-10,MAURO ZELAYETA,outside,Serve,#,1,3,,4,154
2024-12-10,MAURO ZELAYETA,outside,Serve,-,1,1,,4,154
2024-12-10,Rodrigo Sousa,outside,Serve,!,1,1,C,4,SDC
2024-12-10,Rodrigo Sousa,outside,Serve,!,1,6,D,4,SDC
2024-12-10,GUSTAVO MACIEL,middle,Serve,-,5,9,,4,154
2024-12-10,Otavio Rodrigues,middle,Serve,-,5,6,B,4,SDC
2024-12-10,Demian González,setter,Serve,-,1,8,D,4,154
2024-12-10,Wallace Da Souza,opposite,Serve,#,1,1,C,4,SDC
2024-12-10,Wallace Da Souza,opposite,Serve,+,1,9,D,4,SDC
2024-12-10,Wallace Da Souza,opposite,Serve,!,1,1,,4,SDC
2024-12-10,FACUNDO CONTE,outside,Serve,=,6,1,A,4,154
2024-12-10,Gabriel Vaccari,outside,Serve,=,5,7,C,4,SDC
2024-12-10,SERGIO SORIA,middle,Serve,+,5,9,A,4,154
2024-12-10,SERGIO SORIA,middle,Serve,-,5,9,D,4,154
2024-12-10,Lucas Saatkamp,middle,Serve,-,6,6,D,4,SDC
2024-12-10,JONÁS PONZIO,opposite,Serve,=,5,5,A,4,154
2024-12-10,Matheus Goncalves,setter,Serve,-,5,5,B,4,SDC
2024-12-10,Matheus Goncalves,setter,Serve,!,5,5,B,4,SDC
2024-12-10,MAURO ZELAYETA,outside,Serve,-,1,6,D,4,154
2024-12-10,Rodrigo Sousa,outside,Serve,!,1,5,B,4,SDC
2024-12-10,GUSTAVO MACIEL,middle,Serve,=,5,5,D,4,154
2024-12-10,Otavio Rodrigues,middle,Serve,/,5,5,,4,SDC
2024-12-10,Demian González,setter,Serve,-,1,7,,4,154
2024-12-10,Wallace Da Souza,opposite,Serve,#,1,5,D,4,SDC
2024-12-10,Wallace Da Souza,opposite,Serve,#,1,1,C,4,SDC
2024-12-10,Wallace Da Souza,opposite,Serve,!,1,9,,4,SDC
2024-12-10,FACUNDO CONTE,outside,Serve,-,6,6,B,4,154
2024-12-10,Gabriel Vaccari,outside,Serve,-,5,7,,4,SDC
2024-12-10,SERGIO SORIA,middle,Serve,/,5,9,,4,154
2024-12-10,SERGIO SORIA,middle,Serve,+,5,2,,4,154
2024-12-10,Lucas Saatkamp,middle,Serve,=,6,6,D,4,SDC
2024-12-10,JONÁS PONZIO,opposite,Serve,=,5,6,B,4,154
2024-12-10,Matheus Goncalves,setter,Serve,-,5,5,,4,SDC
2024-12-10,Matheus Goncalves,setter,Serve,-,5,5,,4,SDC
2024-12-10,MAURO ZELAYETA,outside,Serve,-,1,1,,4,154
2024-12-10,Rodrigo Sousa,outside,Serve,=,1,0,,4,SDC
2024-12-10,FAUSTO MANUEL DIAZ,outside,Serve,=,1,1,A,4,154
2024-12-10,Otavio Rodrigues,middle,Serve,=,5,0,,4,SDC
2024-12-10,Demian González,setter,Serve,-,1,7,A,4,154
2024-12-11,Rodrigo Sousa,outside,Serve,=,1,0,,1,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,5,9,,1,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,-,1,6,B,1,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,+,1,5,C,1,SHD
2024-12-11,AMIR GHAFOUR,opposite,Serve,!,1,6,B,1,SHD
2024-12-11,AMIR GHAFOUR,opposite,Serve,-,1,6,B,1,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,-,1,6,B,1,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,=,1,6,D,1,SDC
2024-12-11,Salim Cheperli,outside,Serve,!,1,7,D,1,SHD
2024-12-11,Salim Cheperli,outside,Serve,-,1,6,B,1,SHD
2024-12-11,Douglas Souza,outside,Serve,!,6,9,,1,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,+,1,6,B,1,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,=,6,0,,1,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,5,7,,1,SHD
2024-12-11,Matheus Goncalves,setter,Serve,-,5,6,D,1,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,=,6,0,,1,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,-,1,1,,1,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,5,6,B,1,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,+,1,5,B,1,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,#,1,7,A,1,SHD
2024-12-11,AMIR GHAFOUR,opposite,Serve,+,1,6,D,1,SHD
2024-12-11,AMIR GHAFOUR,opposite,Serve,+,1,6,B,1,SHD
2024-12-11,AMIR GHAFOUR,opposite,Serve,=,1,0,,1,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,/,1,6,B,1,SDC
2024-12-11,Salim Cheperli,outside,Serve,=,1,5,C,1,SHD
2024-12-11,Douglas Souza,outside,Serve,+,6,1,D,1,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,!,1,1,,1,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,-,6,6,B,1,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,5,5,B,1,SHD
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,!,5,7,A,1,SHD
2024-12-11,Matheus Goncalves,setter,Serve,=,5,5,A,1,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,-,6,9,A,1,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,!,1,6,B,1,SDC
2024-12-11,Rodrigo Sousa,outside,Serve,=,1,6,D,1,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,5,9,,1,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,-,1,6,D,1,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,#,1,6,D,1,SHD
2024-12-11,AMIR GHAFOUR,opposite,Serve,=,1,6,D,1,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,!,1,6,B,1,SDC
2024-12-11,Salim Cheperli,outside,Serve,-,1,5,,1,SHD
2024-12-11,Douglas Souza,outside,Serve,+,6,1,,1,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,/,1,9,A,1,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,!,6,6,B,1,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,=,1,1,A,2,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,!,6,6,B,2,SDC
2024-12-11,Lucas Saatkamp,middle,Serve,+,6,6,B,2,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,/,5,6,D,2,SHD
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,5,8,D,2,SHD
2024-12-11,Matheus Goncalves,setter,Serve,-,5,6,D,2,SDC
2024-12-11,Matheus Goncalves,setter,Serve,-,5,8,D,2,SDC
2024-12-11,Matheus Goncalves,setter,Serve,-,5,5,B,2,SDC
2024-12-11,Matheus Goncalves,setter,Serve,-,5,5,B,2,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,!,6,9,,2,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,-,1,6,D,2,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,5,7,,2,SHD
2024-12-11,MASOUD GHOLAMI,middle,Serve,+,5,9,,2,SHD
2024-12-11,MASOUD GHOLAMI,middle,Serve,=,5,0,,2,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,-,1,5,,2,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,=,1,0,,2,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,!,1,1,,2,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,/,1,6,D,2,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,#,1,1,B,2,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,-,1,9,B,2,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,+,1,1,C,2,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,-,1,3,,2,SDC
2024-12-11,Salim Cheperli,outside,Serve,=,1,0,,2,SHD
2024-12-11,Douglas Souza,outside,Serve,!,6,9,,2,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,-,1,1,,2,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,-,6,6,B,2,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,!,5,8,D,2,SHD
2024-12-11,Matheus Goncalves,setter,Serve,-,5,5,,2,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,-,6,7,,2,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,=,1,0,,2,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,5,9,D,2,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,-,1,5,B,2,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,=,1,5,D,2,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,!,1,1,,2,SDC
2024-12-11,SHAYAN MEHRABI,middle,Serve,!,5,5,,2,SHD
2024-12-11,Douglas Souza,outside,Serve,=,6,1,D,2,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,=,1,0,,2,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,-,6,1,,2,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,5,6,D,2,SHD
2024-12-11,Matheus Goncalves,setter,Serve,-,5,8,D,2,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,-,6,8,B,2,SHD
2024-12-11,ALI USMAN FARYAD,outside,Serve,-,6,9,,2,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,-,1,8,B,2,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,=,6,0,,2,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,=,1,5,A,2,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,!,1,7,D,2,SHD
2024-12-11,Douglas Souza,outside,Serve,-,6,1,,3,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,-,1,6,B,3,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,!,6,6,D,3,SDC
2024-12-11,Lucas Saatkamp,middle,Serve,-,6,6,D,3,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,1,8,D,3,SHD
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,!,1,8,D,3,SHD
2024-12-11,Matheus Goncalves,setter,Serve,-,5,5,B,3,SDC
2024-12-11,Matheus Goncalves,setter,Serve,/,5,5,B,3,SDC
2024-12-11,Matheus Goncalves,setter,Serve,#,5,4,,3,SDC
2024-12-11,Matheus Goncalves,setter,Serve,-,5,7,,3,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,-,6,9,,3,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,-,1,9,,3,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,5,9,,3,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,+,1,4,,3,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,+,1,7,A,3,SHD
2024-12-11,AMIR GHAFOUR,opposite,Serve,-,1,6,D,3,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,+,1,6,B,3,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,=,1,0,,3,SDC
2024-12-11,Salim Cheperli,outside,Serve,!,5,8,D,3,SHD
2024-12-11,Salim Cheperli,outside,Serve,-,5,8,D,3,SHD
2024-12-11,Douglas Souza,outside,Serve,-,6,6,D,3,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,/,1,6,B,3,SHD
2024-12-11,JAVIER CONCEPCION,middle,Serve,=,1,0,,3,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,!,6,6,B,3,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,5,7,,3,SHD
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,5,8,B,3,SHD
2024-12-11,Matheus Goncalves,setter,Serve,+,5,7,D,3,SDC
2024-12-11,Matheus Goncalves,setter,Serve,-,5,5,B,3,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,-,6,7,A,3,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,=,1,0,,3,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,=,5,0,,3,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,+,1,6,B,3,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,-,1,6,D,3,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,#,1,6,D,3,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,-,1,6,D,3,SDC
2024-12-11,Salim Cheperli,outside,Serve,-,5,7,A,3,SHD
2024-12-11,Salim Cheperli,outside,Serve,=,5,6,B,3,SHD
2024-12-11,Douglas Souza,outside,Serve,=,6,0,,3,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,-,1,2,,3,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,-,6,5,,3,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,!,5,8,B,3,SHD
2024-12-11,Matheus Goncalves,setter,Serve,-,5,6,D,3,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,/,6,9,A,3,SHD
2024-12-11,ALI USMAN FARYAD,outside,Serve,!,6,9,,3,SHD
2024-12-11,ALI USMAN FARYAD,outside,Serve,-,6,9,,3,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,+,1,6,D,3,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,1,7,A,3,SHD
2024-12-11,Gabriel Vaccari,outside,Serve,-,5,7,A,3,SDC
2024-12-11,Gabriel Vaccari,outside,Serve,=,5,5,C,3,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,+,1,6,D,3,SHD
2024-12-11,AMIR GHAFOUR,opposite,Serve,+,1,1,,3,SHD
2024-12-11,JAVIER CONCEPCION,middle,Serve,-,1,6,B,4,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,=,6,6,B,4,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,5,6,B,4,SHD
2024-12-11,Matheus Goncalves,setter,Serve,-,5,6,D,4,SDC
2024-12-11,Matheus Goncalves,setter,Serve,-,5,5,,4,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,-,1,9,,4,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,!,1,6,D,4,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,1,5,B,4,SHD
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,1,7,D,4,SHD
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,1,7,,4,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,-,1,5,C,4,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,-,1,5,C,4,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,-,1,6,D,4,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,=,1,1,,4,SDC
2024-12-11,Salim Cheperli,outside,Serve,-,5,8,B,4,SHD
2024-12-11,Douglas Souza,outside,Serve,=,6,6,B,4,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,!,1,6,D,4,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,+,6,6,D,4,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,5,6,D,4,SHD
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,5,8,D,4,SHD
2024-12-11,Matheus Goncalves,setter,Serve,-,5,5,B,4,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,=,1,1,D,4,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,-,1,5,B,4,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,1,7,D,4,SHD
2024-12-11,Otavio Rodrigues,middle,Serve,-,5,5,C,4,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,-,1,8,B,4,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,!,1,1,,4,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,-,1,9,A,4,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,-,1,1,D,4,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,#,1,6,B,4,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,-,1,8,D,4,SDC
2024-12-11,Salim Cheperli,outside,Serve,-,5,5,,4,SHD
2024-12-11,Douglas Souza,outside,Serve,-,6,8,B,4,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,+,1,3,,4,SHD
2024-12-11,JAVIER CONCEPCION,middle,Serve,/,1,1,,4,SHD
2024-12-11,JAVIER CONCEPCION,middle,Serve,#,1,1,A,4,SHD
2024-12-11,JAVIER CONCEPCION,middle,Serve,=,1,0,,4,SHD
2024-12-11,Lucas Saatkamp,middle,Serve,=,6,1,D,4,SDC
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,+,1,3,,4,SHD
2024-12-11,ILSHAN DAVOODIPOUR,setter,Serve,-,1,6,D,4,SHD
2024-12-11,Matheus Goncalves,setter,Serve,-,5,8,B,4,SDC
2024-12-11,ALI USMAN FARYAD,outside,Serve,-,1,9,,4,SHD
2024-12-11,Rodrigo Sousa,outside,Serve,+,1,1,,4,SDC
2024-12-11,MASOUD GHOLAMI,middle,Serve,-,1,7,D,4,SHD
2024-12-11,Gabriel Vaccari,outside,Serve,=,0,0,,4,SDC
2024-12-11,AMIR GHAFOUR,opposite,Serve,=,1,0,,4,SHD
2024-12-11,Wallace Da Souza,opposite,Serve,!,1,6,,4,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,+,1,6,B,4,SDC
2024-12-11,Wallace Da Souza,opposite,Serve,=,1,1,,4,SDC
2024-12-11,SHAYAN MEHRABI,middle,Serve,-,5,8,D,4,SHD
2024-12-11,SHAYAN MEHRABI,middle,Serve,!,5,8,D,4,SHD
2024-12-11,Douglas Souza,outside,Serve,-,6,6,B,4,SDC
2024-12-11,JAVIER CONCEPCION,middle,Serve,-,1,6,B,4,SHD
2024-12-12,Lucas Saatkamp,middle,Serve,-,6,5,,1,SDC
2024-12-12,Alessandro Acquarone,setter,Serve,=,1,0,,1,7319
2024-12-12,Matheus Goncalves,setter,Serve,!,5,5,,1,SDC
2024-12-12,Giulio Magalini,outside,Serve,+,6,1,D,1,7319
2024-12-12,Giulio Magalini,outside,Serve,-,6,1,,1,7319
2024-12-12,Rodrigo Sousa,outside,Serve,!,1,6,D,1,SDC
2024-12-12,Marco Pellacani,middle,Serve,!,1,7,,1,7319
2024-12-12,Otavio Rodrigues,middle,Serve,=,5,6,D,1,SDC
2024-12-12,Kamil Rychlicki,opposite,Serve,=,6,6,B,1,7319
2024-12-12,Wallace Da Souza,opposite,Serve,!,1,6,B,1,SDC
2024-12-12,Alessandro Bristot,outside,Serve,#,6,6,B,1,7319
2024-12-12,Alessandro Bristot,outside,Serve,=,6,0,,1,7319
2024-12-12,Gabriel Vaccari,outside,Serve,+,5,5,,1,SDC
2024-12-12,Flavio Resende Gualberto,middle,Serve,=,6,1,A,1,7319
2024-12-12,Lucas Saatkamp,middle,Serve,+,6,6,B,1,SDC
2024-12-12,Alessandro Acquarone,setter,Serve,-,1,8,B,1,7319
2024-12-12,Alessandro Acquarone,setter,Serve,-,5,8,D,1,7319
2024-12-12,Alessandro Acquarone,setter,Serve,-,1,7,,1,7319
2024-12-12,Matheus Goncalves,setter,Serve,!,5,5,B,1,SDC
2024-12-12,Giulio Magalini,outside,Serve,=,6,1,D,1,7319
2024-12-12,Rodrigo Sousa,outside,Serve,=,1,0,,1,SDC
2024-12-12,Marco Pellacani,middle,Serve,-,1,7,,1,7319
